campaignid,sample,status,longitude_dd,latitude_dd,observer_count,observer_length,date_time,location,site,depth_m,successful_count,successful_length
2024-10_SwC_stereo-BRUVs,SWC-BV-147,No-take,114.8678967,-34.140665,Daniel Agnello,NA,2024-10-27T15:13:36+08:00,South-west Corner,NA,44,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-171,Fished,114.9537267,-34.17077333,Bri Beaulieu,NA,2024-10-28T07:09:11+08:00,South-west Corner,NA,42.3,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-063,Fished,114.9366117,-34.17519,Bri Beaulieu,NA,2024-10-28T07:15:44+08:00,South-west Corner,NA,46.5,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-095,Fished,114.9271483,-34.170385,Bri Beaulieu,NA,2024-10-28T07:20:31+08:00,South-west Corner,NA,46,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-143,Fished,114.9440767,-34.15626667,Bri Beaulieu,NA,2024-10-28T07:30:05+08:00,South-west Corner,NA,47.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-103,No-take,114.9376383,-34.146695,Bri Beaulieu,NA,2024-10-28T07:35:44+08:00,South-west Corner,NA,44.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-019,Fished,114.964365,-34.13757833,Annika Leunig,NA,2024-10-28T07:49:34+08:00,South-west Corner,NA,NA,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-051,Fished,114.9680333,-34.12318833,Annika Leunig,NA,2024-10-28T07:56:53+08:00,South-west Corner,NA,34.5,NA,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-175,Fished,114.9743717,-34.12314,NA,NA,2024-10-28T08:01:13+08:00,South-west Corner,NA,30.1,NA,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Fished,114.977985,-34.12791833,Ryan Simms,NA,2024-10-28T08:06:14+08:00,South-west Corner,NA,29.9,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-075,Fished,114.9843133,-34.137775,Bri Beaulieu,NA,2024-10-28T08:12:33+08:00,South-west Corner,NA,27.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-055,No-take,114.9346983,-34.14186333,Bri Beaulieu,NA,2024-10-28T09:55:08+08:00,South-west Corner,NA,44.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-159,No-take,114.9212717,-34.13194333,Bri Beaulieu,NA,2024-10-28T10:01:27+08:00,South-west Corner,NA,40.3,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-011,No-take,114.9247533,-34.1272,Bri Beaulieu,NA,2024-10-28T10:05:51+08:00,South-west Corner,NA,36.3,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-067,No-take,114.918075,-34.12721167,Bri Beaulieu,NA,2024-10-28T10:09:08+08:00,South-west Corner,NA,41.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-163,No-take,114.9083383,-34.12227,Bri Beaulieu,NA,2024-10-28T10:13:37+08:00,South-west Corner,NA,41.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-079,No-take,114.8986104,-34.1076289,Bri Beaulieu,NA,2024-10-28T10:21:15+08:00,South-west Corner,NA,43.7,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-027,No-take,114.8987733,-34.09824167,Bri Beaulieu,NA,2024-10-28T10:25:14+08:00,South-west Corner,NA,43.3,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-043,No-take,114.9182183,-34.11729,Bri Beaulieu,NA,2024-10-28T10:37:10+08:00,South-west Corner,NA,44.9,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-127,No-take,114.9346283,-34.122695,Bri Beaulieu,NA,2024-10-28T10:44:04+08:00,South-west Corner,NA,46.5,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-135,No-take,114.937765,-34.12754,Bri Beaulieu,NA,2024-10-28T10:49:02+08:00,South-west Corner,NA,45.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-039,Fished,114.9381517,-34.117865,Bri Beaulieu,NA,2024-10-28T12:54:43+08:00,South-west Corner,NA,44.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-155,No-take,114.9354783,-34.09405167,Daniel Agnello,NA,2024-10-28T13:02:50+08:00,South-west Corner,NA,44.5,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-077,No-take,114.9457033,-34.089365,Annika Leunig,NA,2024-10-28T13:09:07+08:00,South-west Corner,NA,41.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-023,No-take,114.95535,-34.094315,Annika Leunig,NA,2024-10-28T13:14:33+08:00,South-west Corner,NA,36.5,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-131,No-take,114.9817667,-34.10433333,Annika Leunig,NA,2024-10-28T13:26:37+08:00,South-west Corner,NA,24.3,Yes,No
2024-10_SwC_stereo-BRUVs,SWC-BV-115,No-take,114.9782597,-34.10884868,Annika Leunig,NA,2024-10-28T13:31:55+08:00,South-west Corner,NA,23.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-007,No-take,114.98135,-34.11412,Annika Leunig,NA,2024-10-28T13:36:10+08:00,South-west Corner,NA,24.1,No,No
2024-10_SwC_stereo-BRUVs,SWC-BV-099,No-take,114.9714667,-34.10905333,Annika Leunig,NA,2024-10-28T13:40:53+08:00,South-west Corner,NA,25,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-035,No-take,114.9618467,-34.104,Daniel Agnello,NA,2024-10-28T13:46:10+08:00,South-west Corner,NA,32.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-091,No-take,114.9583567,-34.10876667,Daniel Agnello,NA,2024-10-28T13:50:31+08:00,South-west Corner,NA,37,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-IO357,No-take,114.9279167,-34.08501667,Daniel Agnello,NA,2024-10-29T06:46:58+08:00,South-west Corner,NA,45.9,Yes,No
2024-10_SwC_stereo-BRUVs,SWC-BV-085,No-take,114.9093933,-34.07436833,Bri Beaulieu,NA,2024-10-29T06:54:32+08:00,South-west Corner,NA,44.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-IO356,No-take,114.9184933,-34.06956315,Bri Beaulieu,NA,2024-10-29T06:59:44+08:00,South-west Corner,NA,47,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-AP001,No-take,114.913645,-34.06573,Bri Beaulieu,NA,2024-10-29T07:05:18+08:00,South-west Corner,NA,48.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-AP002,No-take,114.9242483,-34.06351833,Bri Beaulieu,NA,2024-10-29T07:14:46+08:00,South-west Corner,NA,47.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-157,No-take,114.956015,-34.06561333,Bri Beaulieu,NA,2024-10-29T07:26:56+08:00,South-west Corner,NA,33.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-025,No-take,114.9526167,-34.07034333,Bri Beaulieu,NA,2024-10-29T07:31:50+08:00,South-west Corner,NA,32.7,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-065,No-take,114.9492933,-34.07509667,Bri Beaulieu,NA,2024-10-29T07:36:25+08:00,South-west Corner,NA,37.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-021,No-take,114.9721183,-34.089845,Bri Beaulieu,NA,2024-10-29T07:48:20+08:00,South-west Corner,NA,30.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-087,No-take,114.9651183,-34.09925833,Bri Beaulieu,NA,2024-10-29T07:55:01+08:00,South-west Corner,NA,30.9,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-153,No-take,114.968995,-34.08507833,Bri Beaulieu,NA,2024-10-29T09:17:45+08:00,South-west Corner,NA,34.6,Yes,No
2024-10_SwC_stereo-BRUVs,SWC-BV-125,No-take,114.9790467,-34.080355,Bri Beaulieu,NA,2024-10-29T09:21:59+08:00,South-west Corner,NA,29.7,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-113,No-take,114.9727707,-34.06101483,Bri Beaulieu,NA,2024-10-29T09:30:22+08:00,South-west Corner,NA,24.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-089,Fished,114.9695317,-34.05626833,Bri Beaulieu,NA,2024-10-29T09:33:16+08:00,South-west Corner,NA,29.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-133,Fished,114.9794383,-34.05181667,Bri Beaulieu,NA,2024-10-29T09:38:42+08:00,South-west Corner,NA,23.6,No,No
2024-10_SwC_stereo-BRUVs,SWC-BV-037,Fished,114.9731883,-34.041955,Bri Beaulieu,NA,2024-10-29T09:43:14+08:00,South-west Corner,NA,32.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-053,Fished,114.9532967,-34.04168,Bri Beaulieu,NA,2024-10-29T09:50:56+08:00,South-west Corner,NA,41.4,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-141,Fished,114.9499109,-34.04625516,Bri Beaulieu,NA,2024-10-29T09:55:29+08:00,South-west Corner,NA,38.9,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-009,Fished,114.9529883,-34.05132,Bri Beaulieu,NA,2024-10-29T09:59:34+08:00,South-west Corner,NA,38.3,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-101,Fished,114.9398683,-34.051065,Bri Beaulieu,NA,2024-10-29T10:05:56+08:00,South-west Corner,NA,44.5,Yes,NA
